image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox,age_group,age,cluster,validation_type
office431,female,Office,,skirt,top_others,coat,navy,navy,turtleneck,hip_length,knee_length,pullover,three_quarter,,"[383.45398, 218.1145, 740.3871, 625.3252]","[371.4337, 489.215, 651.2184, 953.21173]",26-30,28,2,random_check
party (218),female,Party,,skirt,top_others,,red,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[218.73885, 301.0355, 410.37762, 418.76642]","[191.23932, 417.02695, 414.3934, 742.9133]",26-30,27,1,rule_based
prom172,female,Prom,dress,,,,,grey,round_neck,thigh_length,,pullover,three_quarter,"[173.3796, 186.28555, 422.88788, 473.66064]",,,16-20,17,1,rule_based
dating (414),male,Dating,,jeans,t_shirt,blazer,black,grey,collar,hip_length,full_length,button,long,,"[193.81381, 181.55061, 407.4334, 463.87558]","[221.23914, 423.03522, 369.95016, 730.02527]",21-25,23,0,random_check
Travel422,male,Travel,,jeans,t_shirt,blazer,grey,white,v_neck,hip_length,full_length,pullover,long,,"[120.38702, 120.22395, 318.5279, 413.50833]","[155.1475, 360.43048, 281.76312, 655.55347]",21-25,22,2,rule_based
party (212),female,Party,,skirt,top_others,,black,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[173.48994, 312.0447, 483.6954, 579.24255]","[183.33507, 503.96277, 442.25473, 765.5227]",26-30,30,1,rule_based
Travel255,male,Travel,,pants/trousers,shirt_blouse,,white,multi,collar,hip_length,full_length,button,short,,"[348.07184, 166.57137, 831.7451, 579.7287]","[138.78142, 966.883, 336.99405, 1051.2438]",16-20,19,0,rule_based
office284,female,Office,,pants/trousers,top_others,coat,blue,white,v_neck,hip_length,full_length,pullover,long,,"[373.602, 212.97224, 705.24335, 658.33545]","[379.56198, 588.78143, 664.5897, 1205.0021]",26-30,30,2,rule_based
office049,male,Office,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,short,,"[215.61763, 140.91364, 491.23447, 399.30835]","[279.79898, 397.5615, 470.5201, 822.7366]",31-40,36,0,rule_based
Travel243,female,Travel,dress,,,,,green,round_neck,knee_length,,pullover,short,"[446.9446, 208.49622, 777.11084, 834.73755]",,,31-40,39,1,rule_based
Travel129,female,Travel,,jeans,top_others,,blue,black,round_neck,hip_length,full_length,pullover,short,,"[264.48465, 142.3793, 395.5523, 389.58746]","[171.01057, 290.66574, 315.16074, 616.4324]",16-20,20,2,rule_based
wedding (257),female,Wedding,dress,,,,,multi,v_neck,below_knee,,pullover,three_quarter,"[170.12347, 192.7384, 319.81302, 574.8799]",,,26-30,27,1,rule_based
dating (393),male,Dating,,jeans,t_shirt,coat,black,black,collar,thigh_length,full_length,button,long,,"[209.7566, 139.30426, 405.54703, 430.2441]","[242.57162, 426.04483, 352.09668, 522.79517]",21-25,21,0,rule_based
office444,female,Office,,pants/trousers,top_others,,black,black,round_neck,hip_length,full_length,pullover,three_quarter,,"[108.42698, 102.32226, 304.2677, 310.47537]","[158.76303, 286.8273, 278.45578, 570.7578]",26-30,26,0,rule_based
Travel404,male,Travel,,shorts,tank_top,,blue,white,round_neck,hip_length,knee_length,pullover,sleeveless,,"[192.28615, 194.9191, 289.54797, 352.86212]","[142.16335, 340.40732, 205.35088, 459.25748]",26-30,30,2,rule_based
party (118),male,Party,,jeans,t_shirt,coat,black,black,round_neck,hip_length,full_length,pullover,long,,"[114.72296, 140.16872, 573.0337, 791.73773]","[255.5906, 596.52454, 522.65625, 1118.9581]",21-25,22,0,rule_based
party (236),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[176.76872, 124.47664, 289.68488, 258.16776]","[143.87103, 243.5293, 291.7318, 385.5246]",26-30,26,1,random_check
dating (157),female,Dating,dress,,,,,blue,halter_neck,thigh_length,,pullover,sleeveless,"[412.53644, 456.43903, 618.99615, 793.9607]",,,26-30,29,1,random_check
Travel441,male,Travel,,shorts,shirt_blouse,,pink,yellow,round_neck,hip_length,thigh_length,pullover,short,,"[144.2258, 147.13583, 313.4938, 421.87515]","[162.33606, 358.95676, 293.43973, 450.1953]",31-40,38,0,rule_based
party (321),male,Party,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,,"[149.2333, 80.89477, 353.12228, 307.77872]","[161.65816, 266.13416, 300.91357, 541.3271]",16-20,20,0,rule_based
office028,male,Office,,pants/trousers,shirt_blouse,vest_waistcoat,black,black,collar,hip_length,full_length,button,long,,"[133.60463, 70.86887, 285.72427, 261.993]","[154.37837, 223.20038, 261.97888, 469.691]",26-30,29,0,rule_based
party (212),female,Party,,skirt,top_others,,black,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[173.48994, 312.0447, 483.6954, 579.24255]","[183.33507, 503.96277, 442.25473, 765.5227]",26-30,30,1,rule_based
office129,male,Office,,pants/trousers,t_shirt,blazer,black,brown,v_neck,hip_length,full_length,pullover,three_quarter,,"[149.3983, 134.9983, 378.8173, 415.9702]","[197.20576, 397.63272, 374.48987, 729.34845]",26-30,27,0,rule_based
wedding (168),female,Wedding,dress,,,,,multi,halter_neck,below_knee,,pullover,sleeveless,"[150.85503, 229.44235, 371.90613, 802.6886]",,,26-30,27,1,rule_based
party (360),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[187.88887, 194.2737, 383.007, 426.93787]","[169.47462, 404.2488, 413.45142, 682.4552]",26-30,28,1,rule_based
wedding (61),male,Wedding,,pants/trousers,shirt_blouse,blazer,grey,multi,collar,hip_length,full_length,button,long,,"[31.781881, 71.962906, 191.65466, 246.4055]","[61.765472, 200.21136, 161.32928, 406.7789]",16-20,16,0,random_check
Travel32,female,Travel,,athletic_pants,t_shirt,cardigan,black,black,round_neck,crop,calf_length,pullover,long,,"[330.15237, 342.22473, 575.66516, 633.1516]","[365.62274, 433.14166, 571.37225, 918.1257]",21-25,22,2,random_check
party (337),female,Party,,pants/trousers,top_others,,black,white,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[240.29282, 201.56494, 476.9245, 536.61816]","[229.86636, 462.701, 572.378, 1119.1545]",26-30,27,2,rule_based
office290,female,Office,,skirt,top_others,cardigan,brown,black,v_neck,hip_length,calf_length,pullover,long,,"[264.03534, 125.261055, 679.2067, 640.4948]","[387.6425, 487.09613, 640.77167, 1085.7168]",31-40,39,0,rule_based
Travel429,male,Travel,,shorts,shirt_blouse,,black,blue,collar,hip_length,knee_length,button,three_quarter,,"[170.95753, 116.73031, 375.0324, 361.83243]","[209.47234, 326.59427, 354.9101, 416.49814]",26-30,27,0,rule_based
wedding (69),male,Wedding,,pants/trousers,top_others,blazer,black,multi,collar,hip_length,full_length,button,long,,"[45.766415, 97.97899, 238.24472, 393.1329]","[75.93494, 349.6213, 263.06717, 563.23224]",16-20,16,0,rule_based
wedding (72),male,Wedding,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,long,,"[109.05747, 124.35061, 293.97714, 326.8272]","[140.92932, 322.2098, 289.4231, 705.9305]",26-30,28,0,random_check
office275,female,Office,,leggings,sweater,jacket,grey,grey,turtleneck,hip_length,full_length,pullover,long,,"[610.2323, 189.70627, 961.0291, 690.45087]","[682.9802, 611.2732, 921.7842, 1135.8796]",31-40,34,0,rule_based
Travel25,male,Travel,,jeans,t_shirt,,grey,yellow,round_neck,hip_length,full_length,pullover,long,,"[126.10701, 115.34276, 334.45325, 380.56024]","[141.84526, 347.39667, 300.0491, 678.88245]",21-25,23,0,rule_based
party (238),male,Party,,jeans,t_shirt,jacket,black,white,round_neck,hip_length,full_length,pullover,long,,"[216.33835, 133.74615, 554.05133, 626.3961]","[241.31871, 580.1489, 521.818, 922.71814]",21-25,24,0,rule_based
Travel269,female,Travel,,shorts,sweatshirt_hoodies,,black,yellow,hooded,crop,extra_short,pullover,long,,"[276.66718, 217.60503, 733.6837, 903.2246]","[743.0555, 1116.1581, 927.75726, 1339.5718]",31-40,31,2,rule_based
dating (227),female,Dating,,skirt,shirt_blouse,,black,multi,halter_neck,hip_length,extra_short,pullover,long,,"[425.30704, 488.66763, 721.25366, 821.6506]","[489.11768, 668.12775, 677.6965, 884.0233]",26-30,28,0,rule_based
office107,male,Office,,jeans,t_shirt,jacket,navy,brown,round_neck,hip_length,full_length,pullover,long,,"[233.21762, 147.30278, 578.6667, 533.8246]","[313.69153, 533.86346, 551.7623, 999.87036]",31-40,37,0,rule_based
Sports61,female,Sports,,skirt,tank_top,,white,white,round_neck,hip_length,extra_short,pullover,sleeveless,,"[52.96927, 134.05772, 250.32358, 495.1036]","[52.30054, 367.26035, 245.04044, 499.9405]",16-20,18,3,rule_based
Travel230,female,Travel,jump_suit,,,,,black,off_shoulder,below_knee,,pullover,long,"[367.05685, 373.49567, 711.19574, 1204.3811]",,,16-20,19,1,random_check
party (292),female,Party,,pants/trousers,top_others,,black,black,round_neck,hip_length,full_length,pullover,sleeveless,,"[180.24382, 115.25913, 285.33554, 232.4113]","[131.62599, 248.97197, 314.16788, 686.4448]",21-25,21,2,random_check
office010,male,Office,,pants/trousers,shirt_blouse,,grey,purple,collar,hip_length,full_length,button,long,,"[14.370047, 50.49506, 145.65762, 192.42514]","[32.857597, 173.87196, 120.40903, 377.38678]",31-40,38,0,random_check
Travel427,male,Travel,,jeans,t_shirt,jacket,blue,white,round_neck,hip_length,full_length,pullover,long,,"[138.39398, 91.71832, 381.4802, 326.5093]","[181.12006, 314.28976, 320.78113, 570.59595]",21-25,25,2,rule_based
party (177),female,Party,,pants/trousers,top_others,,black,black,v_neck,hip_length,full_length,pullover,sleeveless,,"[300.0976, 214.14221, 431.38132, 414.27332]","[285.99036, 374.96408, 442.10483, 725.7217]",21-25,22,2,rule_based
Travel311,female,Travel,,pants/trousers,top_others,,purple,purple,off_shoulder,crop,full_length,pullover,long,,"[297.15833, 128.58469, 570.3432, 406.87982]","[325.41022, 314.21228, 596.8721, 810.61865]",21-25,24,2,rule_based
dating (363),male,Dating,,jeans,sweater,coat,black,black,collar,thigh_length,full_length,button,long,,"[35.457954, 112.68929, 278.8207, 520.071]","[61.628258, 370.61102, 236.61061, 679.91437]",21-25,21,0,random_check
party (38),male,Party,,pants/trousers,sweater,,white,orange,collar,hip_length,full_length,pullover,long,,"[173.58507, 175.9656, 354.71753, 361.9119]","[203.20744, 336.0287, 321.67847, 596.7814]",16-20,19,0,rule_based
party (155),male,Party,,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,pullover,long,,"[65.33241, 56.538532, 187.31985, 216.91493]","[94.18134, 205.75961, 170.25357, 366.24304]",16-20,17,0,random_check
wedding (46),male,Wedding,,pants/trousers,shirt_blouse,blazer,black,multi,collar,hip_length,full_length,button,long,,"[129.88586, 142.10968, 304.81546, 339.09393]","[138.1984, 295.42548, 259.6778, 545.1469]",16-20,17,0,rule_based
dating (153),female,Dating,,leggings,sweatshirt_hoodies,,grey,white,round_neck,thigh_length,full_length,pullover,long,,"[234.6931, 186.28304, 564.8802, 668.2745]","[425.91544, 697.75397, 599.2411, 1059.333]",21-25,21,2,rule_based
prom248,female,Prom,dress,,,,,black,round_neck,below_knee,,pullover,sleeveless,"[13.965129, 72.84079, 285.53818, 443.40128]",,,16-20,19,1,rule_based
Travel123,male,Travel,,athletic_pants,t_shirt,,black,green,v_neck,hip_length,full_length,pullover,three_quarter,,"[162.11472, 95.409836, 367.37952, 301.51382]","[65.9719, 302.02426, 196.1621, 570.9808]",21-25,25,0,rule_based
Travel412,male,Travel,,pants/trousers,shirt_blouse,,white,grey,collar,hip_length,full_length,button,three_quarter,,"[103.271996, 161.66234, 356.6677, 400.75778]","[136.98242, 380.6002, 313.59125, 720.2127]",16-20,20,0,rule_based
wedding (79),male,Wedding,,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,button,long,,"[156.80579, 139.37424, 321.31357, 382.6158]","[134.66393, 329.40945, 345.94513, 647.3993]",26-30,26,0,random_check
dating (297),female,Dating,dress,,,,,pink,off_shoulder,thigh_length,,pullover,short,"[235.95789, 127.40892, 404.25897, 406.3205]",,,31-40,35,1,random_check
wedding (35),male,Wedding,,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,,"[118.69284, 50.367565, 239.23819, 212.67766]","[127.38259, 172.15985, 213.58037, 364.0971]",26-30,28,0,random_check
prom070,male,Prom,,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,,"[184.35966, 123.549225, 368.24475, 389.617]","[183.84695, 319.19287, 327.82828, 672.3987]",16-20,20,0,rule_based
prom119,male,Prom,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,long,,"[163.04723, 177.2252, 493.12875, 487.19302]","[177.83725, 476.70444, 428.25085, 969.16095]",16-20,19,0,rule_based
wedding (48),male,Wedding,,pants/trousers,shirt_blouse,blazer,brown,black,collar,hip_length,full_length,button,long,,"[102.63606, 127.88345, 226.91774, 306.8392]","[105.8219, 269.54312, 203.8483, 495.7811]",26-30,27,0,rule_based
party (232),female,Party,dress,,,,,black,v_neck,below_knee,,zip,sleeveless,"[157.84715, 281.77948, 598.7319, 1072.2427]",,,21-25,25,1,rule_based
office071,male,Office,,jeans,shirt_blouse,,blue,multi,collar,hip_length,full_length,button,long,,"[469.99167, 422.3369, 710.9112, 661.22595]","[477.20465, 634.72815, 656.6168, 979.3338]",31-40,33,0,rule_based
party (296),male,Party,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,pullover,long,,"[129.37325, 98.0439, 375.2609, 391.32736]","[22.34232, 108.59264, 373.94662, 568.28406]",16-20,19,0,rule_based
Travel398,female,Travel,,jeans,top_others,coat,black,black,v_neck,hip_length,full_length,pullover,three_quarter,,"[121.285126, 249.1609, 321.90744, 559.9043]","[156.5757, 370.9714, 255.35062, 617.0378]",21-25,22,2,rule_based
wedding (123),male,Wedding,,pants/trousers,shirt_blouse,vest_waistcoat,brown,grey,collar,hip_length,full_length,button,long,,"[96.96524, 81.05868, 225.5235, 220.07556]","[106.63291, 207.31187, 204.09332, 418.19678]",26-30,26,0,rule_based
office010,male,Office,,pants/trousers,shirt_blouse,,grey,purple,collar,hip_length,full_length,button,long,,"[14.370047, 50.49506, 145.65762, 192.42514]","[32.857597, 173.87196, 120.40903, 377.38678]",31-40,38,0,random_check
office214,female,Office,,jeans,shirt_blouse,,blue,multi,collar,hip_length,full_length,button,short,,"[404.481, 246.1573, 791.9462, 655.5315]","[468.2005, 593.9179, 789.73236, 1173.7014]",31-40,37,0,rule_based
party (279),male,Party,,jeans,t_shirt,jacket,blue,white,v_neck,hip_length,full_length,pullover,long,,"[146.5689, 169.36015, 550.6039, 629.8849]","[246.03998, 513.9739, 455.35458, 972.3922]",21-25,24,0,rule_based
party (336),female,Party,,pants/trousers,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[225.53595, 427.6155, 517.82916, 1017.43494]","[303.70508, 999.93036, 352.8194, 1022.1172]",26-30,29,1,rule_based
office138,male,Office,,pants/trousers,shirt_blouse,,brown,purple,collar,hip_length,full_length,pullover,short,,"[88.14426, 54.189415, 195.48463, 169.77763]","[101.8908, 161.17584, 178.32907, 336.4128]",31-40,40,0,rule_based
Travel288,female,Travel,,athletic_pants,sweatshirt_hoodies,,black,yellow,hooded,hip_length,full_length,zip,long,,"[371.5533, 320.75592, 773.1733, 745.76105]","[440.51178, 686.3916, 631.5634, 989.7223]",21-25,23,2,random_check
dating (389),male,Dating,,pants/trousers,shirt_blouse,coat,navy,brown,collar,thigh_length,full_length,button,long,,"[30.112032, 71.65991, 138.04427, 257.239]","[48.671097, 167.47205, 94.33293, 311.0]",21-25,21,0,rule_based
Travel64,male,Travel,,shorts,shirt_blouse,,navy,white,collar,hip_length,knee_length,button,three_quarter,,"[107.58226, 238.34471, 364.86432, 400.7997]","[196.84413, 394.0513, 295.1973, 486.47394]",26-30,27,0,random_check
office045,male,Office,,pants/trousers,shirt_blouse,,black,green,collar,hip_length,full_length,button,short,,"[358.34207, 163.3013, 821.3844, 600.13293]","[433.2177, 535.74963, 735.2367, 1080.0]",31-40,34,0,rule_based
wedding (108),male,Wedding,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,long,,"[39.763943, 233.99104, 423.77744, 627.92584]","[78.60411, 572.52026, 361.1964, 1169.5278]",26-30,26,0,rule_based
Travel139,female,Travel,,athletic_pants,t_shirt,coat,black,white,round_neck,hip_length,full_length,pullover,long,,"[144.20616, 185.93626, 319.94247, 385.34088]","[157.8567, 356.08606, 303.29056, 606.73627]",21-25,25,2,rule_based
Travel312,female,Travel,,pants/trousers,top_others,,black,white,round_neck,hip_length,full_length,pullover,sleeveless,,"[350.26047, 196.41852, 553.314, 498.6495]","[334.73053, 467.32413, 665.825, 973.80286]",21-25,25,2,random_check
party (262),male,Party,,jeans,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,,"[225.26906, 121.975746, 484.35626, 468.3078]","[239.29665, 458.85147, 460.11523, 665.62714]",21-25,24,0,rule_based
prom069,male,Prom,,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,,"[86.950516, 219.20454, 625.80164, 820.3452]","[171.2871, 700.54974, 546.934, 1486.4547]",16-20,17,0,rule_based
party (229),female,Party,,athletic_pants,top_others,,black,black,v_neck,below_knee,full_length,pullover,short,,"[219.63728, 257.1285, 489.73087, 807.60706]","[181.87184, 343.63837, 509.3186, 1074.624]",16-20,20,2,rule_based
Travel226,female,Travel,dress,,,,pink,pink,round_neck,below_knee,,button,three_quarter,"[498.10886, 316.10187, 815.4266, 908.69745]",,,16-20,16,1,rule_based
party (201),female,Party,dress,,,,,blue,off_shoulder,thigh_length,,zip,sleeveless,"[157.3086, 210.91655, 402.2552, 668.98315]",,,21-25,22,1,rule_based
wedding (348),female,Wedding,dress,,,,,orange,v_neck,below_knee,,pullover,short,"[113.868095, 217.67332, 464.19577, 811.2075]",,,31-40,33,1,rule_based
party (356),male,Party,,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,,"[169.0592, 168.91908, 470.20093, 559.3919]","[225.20416, 472.51526, 417.17957, 918.05396]",16-20,19,0,rule_based
Travel102,male,Travel,,pants/trousers,t_shirt,jacket,navy,black,round_neck,hip_length,full_length,pullover,long,,"[121.59777, 108.488625, 317.59177, 360.05362]","[157.23206, 325.54742, 311.6994, 636.4287]",16-20,18,0,random_check
Sports291,female,Sports,,leggings,tank_top,,navy,grey,round_neck,crop,full_length,pullover,sleeveless,,"[410.40466, 166.6293, 582.6754, 334.7293]","[408.5507, 431.85767, 598.665, 897.55853]",16-20,16,3,rule_based
