image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
Sports8,male,Sports,nan,shorts,sweatshirt_hoodies,nan,navy,blue,round_neck,hip_length,knee_length,pullover,long,nan,"[121.22269, 86.13893, 334.97632, 310.54523]","[172.9667, 281.8704, 313.95154, 442.61755]"
Sports9,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,blue,blue,round_neck,hip_length,full_length,pullover,long,nan,"[41.334244, 92.91801, 259.15433, 507.7446]","[84.941086, 274.21054, 262.42773, 518.1182]"
Sports10,male,Sports,nan,shorts,t_shirt,nan,black,pink,round_neck,hip_length,knee_length,pullover,short,nan,"[172.26076, 117.79157, 413.09085, 397.95847]","[166.94186, 331.50882, 365.77002, 497.2997]"
Sports11,female,Sports,nan,leggings,tank_top,nan,black,black,round_neck,crop,calf_length,pullover,short,nan,"[177.87172, 109.58786, 328.38547, 295.58627]","[97.799835, 296.55865, 328.51044, 564.6472]"
Sports12,male,Sports,nan,shorts,t_shirt,nan,grey,green,round_neck,hip_length,knee_length,pullover,short,nan,"[166.48724, 172.83669, 371.4979, 497.365]","[159.2856, 463.92902, 328.8825, 620.4304]"
Sports13,female,Sports,nan,leggings,tank_top,nan,blue,white,round_neck,crop,full_length,pullover,sleeveless,nan,"[160.70273, 99.710686, 259.69766, 223.52365]","[143.04411, 219.68166, 271.0623, 518.96027]"
Sports14,male,Sports,nan,shorts,t_shirt,nan,black,white,round_neck,hip_length,knee_length,pullover,short,nan,"[73.86381, 49.040146, 166.13358, 172.2744]","[90.51291, 163.92824, 159.02893, 232.86208]"
Sports15,male,Sports,nan,shorts,sweatshirt_hoodies,nan,gold,gold,hooded,hip_length,thigh_length,zip,long,nan,"[119.379814, 113.546585, 349.7959, 387.53964]","[160.18776, 368.29657, 300.1632, 465.025]"
Sports16,male,Sports,nan,leggings,sweatshirt_hoodies,nan,black,black,hooded,hip_length,full_length,pullover,long,nan,"[258.25488, 2.1430979, 319.13724, 54.775284]","[221.96992, 62.18057, 393.71362, 252.27916]"
Sports17,female,Sports,nan,leggings,sweatshirt_hoodies,nan,black,black,hooded,crop,full_length,pullover,long,nan,"[148.87766, 161.80931, 299.08585, 323.40756]","[155.9576, 317.33853, 316.54324, 676.48724]"
Sports18,male,Sports,nan,shorts,t_shirt,nan,black,black,round_neck,hip_length,knee_length,pullover,short,nan,"[210.92723, 122.293526, 327.85916, 294.68918]","[225.8537, 370.00632, 315.78323, 473.2876]"
Sports19,male,Sports,nan,shorts,t_shirt,nan,black,black,round_neck,hip_length,thigh_length,pullover,short,nan,"[122.30559, 91.84332, 332.66605, 281.5258]","[115.83811, 262.61078, 328.7587, 487.68082]"
Sports20,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,grey,black,hooded,hip_length,full_length,pullover,long,nan,"[138.92627, 171.53374, 362.68716, 452.45135]","[150.22772, 422.4459, 298.66058, 707.85187]"
Sports21,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,grey,grey,round_neck,hip_length,full_length,pullover,long,nan,"[99.70723, 101.10222, 321.59433, 414.5234]","[126.68874, 350.5322, 311.14905, 632.1569]"
Sports22,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,grey,hooded,hip_length,full_length,pullover,long,nan,"[158.25168, 60.36473, 305.00748, 233.29987]","[182.6132, 214.2328, 272.81296, 408.02142]"
Sports23,female,Sports,nan,leggings,tank_top,nan,green,green,round_neck,crop,full_length,pullover,sleeveless,nan,"[194.3984, 173.75514, 290.9267, 279.7299]","[131.17453, 313.91342, 306.2298, 602.45966]"
Sports24,male,Sports,nan,shorts,t_shirt,nan,brown,brown,round_neck,hip_length,knee_length,pullover,short,nan,"[76.021194, 43.82289, 159.18118, 160.60445]","[71.98736, 151.11928, 133.5859, 188.313]"
Sports25,male,Sports,nan,athletic_pants,tank_top,nan,brown,white,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[93.50825, 110.41341, 135.10458, 230.25148]","[111.78142, 231.38199, 125.90351, 246.53516]"
Sports26,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,round_neck,hip_length,full_length,zip,long,nan,"[85.87404, 34.069324, 143.9387, 122.164566]","[90.91705, 107.12001, 156.99072, 195.92583]"
Sports27,male,Sports,nan,shorts,t_shirt,nan,black,yellow,round_neck,hip_length,knee_length,pullover,long,nan,"[46.59429, 37.183517, 128.95668, 127.21934]","[58.182037, 124.11518, 124.17908, 177.87209]"
Sports28,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,round_neck,hip_length,full_length,zip,long,nan,"[77.16153, 30.493343, 152.50479, 104.95921]","[76.78353, 90.87915, 131.33191, 198.36626]"
Sports29,male,Sports,nan,shorts,t_shirt,nan,red,red,round_neck,hip_length,knee_length,pullover,short,nan,"[73.534645, 40.69131, 150.4389, 162.75659]","[91.58514, 157.06984, 143.72139, 182.10536]"
Sports30,male,Sports,nan,athletic_pants,t_shirt,nan,black,white,round_neck,hip_length,full_length,pullover,short,nan,"[89.411285, 24.128057, 153.18643, 104.57316]","[74.75134, 102.07296, 136.59326, 193.1122]"
Sports31,female,Sports,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[116.24431, 130.71857, 261.73657, 273.73962]","[102.80521, 261.23563, 333.3022, 629.2019]"
Sports32,male,Sports,nan,athletic_pants,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[70.75576, 99.12737, 300.98148, 362.06104]","[116.47766, 326.53094, 284.61118, 640.3361]"
Sports33,female,Sports,nan,shorts,tank_top,nan,black,black,round_neck,crop,extra_short,pullover,sleeveless,nan,"[131.17595, 207.83751, 340.41873, 442.56042]","[90.652405, 466.27615, 348.7373, 670.6381]"
Sports34,female,Sports,nan,leggings,sweatshirt_hoodies,nan,red,black,round_neck,hip_length,full_length,zip,long,nan,"[66.10484, 88.990944, 337.06326, 258.00165]","[142.56421, 228.89993, 289.6819, 485.1626]"
Sports35,female,Sports,nan,leggings,tank_top,nan,black,black,round_neck,crop,full_length,pullover,sleeveless,nan,"[184.42285, 133.37675, 340.2214, 317.36627]","[52.060436, 358.27277, 309.42493, 606.32996]"
Sports36,male,Sports,nan,shorts,t_shirt,nan,black,black,round_neck,hip_length,knee_length,pullover,short,nan,"[125.49225, 101.87587, 337.52533, 288.38104]","[129.10335, 172.97145, 319.62646, 390.3762]"
Sports37,male,Sports,nan,athletic_pants,sweater,nan,green,green,turtleneck,hip_length,full_length,pullover,long,nan,"[140.00719, 113.67926, 306.46127, 286.08066]","[161.83595, 252.69344, 315.51865, 493.60663]"
Sports38,male,Sports,nan,shorts,t_shirt,nan,black,silver,round_neck,hip_length,knee_length,pullover,short,nan,"[152.44766, 87.61828, 289.22107, 268.37695]","[159.52832, 261.31708, 288.9821, 394.2783]"
Sports39,male,Sports,nan,leggings,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[164.27148, 67.49797, 305.28488, 258.94644]","[170.7099, 194.6838, 276.6554, 405.82117]"
Sports40,male,Sports,nan,shorts,tank_top,nan,grey,black,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[184.2987, 98.31561, 306.6069, 347.29587]","[178.37637, 321.16245, 312.03958, 521.25195]"
Sports41,male,Sports,nan,shorts,t_shirt,nan,black,black,round_neck,hip_length,knee_length,pullover,short,nan,"[109.122856, 60.371033, 223.9579, 215.21063]","[110.16826, 200.18024, 196.46452, 280.68854]"
Sports42,male,Sports,nan,leggings,t_shirt,nan,silver,silver,round_neck,hip_length,full_length,pullover,long,nan,"[135.56505, 137.00296, 300.8047, 293.22018]","[155.05765, 281.17194, 256.45148, 488.3303]"
Sports43,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,green,turtleneck,hip_length,full_length,zip,long,nan,"[143.11024, 72.482155, 342.94962, 301.27155]","[125.306915, 286.4226, 308.96347, 575.14185]"
Sports44,male,Sports,nan,athletic_pants,t_shirt,jacket,yellow,yellow,round_neck,hip_length,full_length,pullover,long,nan,"[223.34898, 54.60594, 373.72934, 278.24414]","[229.81894, 251.1848, 369.0575, 474.9806]"
Sports45,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[127.16603, 146.52298, 344.563, 422.79715]","[148.88632, 411.55615, 322.69772, 731.3776]"
Sports46,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,white,hooded,hip_length,full_length,zip,long,nan,"[113.40829, 60.531414, 229.25583, 248.80513]","[124.85684, 234.33148, 250.74286, 418.9677]"
Sports47,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,round_neck,hip_length,full_length,zip,long,nan,"[141.98111, 84.08925, 346.5784, 287.83963]","[181.37941, 287.03644, 304.04526, 557.5142]"
Sports48,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,navy,blue,turtleneck,hip_length,full_length,zip,long,nan,"[182.33134, 99.50505, 341.0274, 314.0519]","[203.76897, 287.56326, 372.3471, 559.7251]"
Sports49,female,Sports,nan,leggings,tank_top,nan,black,red,round_neck,crop,full_length,pullover,sleeveless,nan,"[198.58528, 141.37482, 367.74634, 333.59256]","[190.49117, 387.23795, 392.3063, 708.10406]"
Sports50,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,grey,turtleneck,hip_length,full_length,zip,long,nan,"[108.75759, 96.995346, 302.2914, 305.8067]","[140.3125, 290.9375, 268.66437, 546.4464]"
Sports51,male,Sports,nan,leggings,t_shirt,nan,black,black,round_neck,hip_length,knee_length,pullover,three_quarter,nan,"[107.236694, 84.45171, 326.3676, 262.0447]","[159.22258, 244.61862, 307.77643, 397.29346]"
Sports52,male,Sports,nan,leggings,sweatshirt_hoodies,nan,black,black,hooded,hip_length,full_length,pullover,long,nan,"[112.77189, 309.3281, 394.80945, 599.8617]","[62.781044, 555.2257, 348.08102, 961.81036]"
Sports53,male,Sports,nan,leggings,sweatshirt_hoodies,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[159.66228, 100.96388, 371.21967, 339.8519]","[186.72258, 320.40668, 325.97577, 638.3417]"
Sports54,male,Sports,nan,leggings,sweatshirt_hoodies,nan,black,blue,hooded,hip_length,full_length,zip,long,nan,"[136.40906, 116.81126, 327.0903, 307.79587]","[147.74065, 272.97562, 320.80948, 536.2475]"
Sports55,female,Sports,nan,leggings,tank_top,nan,pink,pink,round_neck,crop,full_length,pullover,sleeveless,nan,"[182.72406, 98.77651, 267.5957, 198.89053]","[188.03508, 225.93477, 291.60788, 451.5996]"
Sports56,male,Sports,nan,leggings,t_shirt,nan,navy,navy,round_neck,hip_length,full_length,pullover,long,nan,"[132.99919, 94.52218, 339.80475, 323.78436]","[172.34276, 311.25745, 313.59933, 574.7285]"
Sports57,male,Sports,nan,athletic_pants,t_shirt,nan,multi,yellow,round_neck,hip_length,full_length,pullover,short,nan,"[171.73787, 81.65558, 314.31357, 260.99747]","[182.90747, 241.47618, 299.43167, 449.22208]"
Sports58,male,Sports,nan,shorts,t_shirt,nan,grey,grey,round_neck,hip_length,thigh_length,pullover,short,nan,"[163.52385, 58.42476, 302.0362, 288.4092]","[237.89146, 343.42743, 309.016, 437.75723]"
Sports59,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,turtleneck,hip_length,full_length,zip,long,nan,"[158.85504, 80.34258, 367.51105, 297.45413]","[187.46704, 296.06836, 298.36484, 590.6755]"
Sports60,male,Sports,nan,shorts,sweatshirt_hoodies,nan,black,navy,turtleneck,hip_length,thigh_length,zip,long,nan,"[280.7306, 71.975876, 473.99997, 373.1476]","[114.90727, 119.1457, 228.96085, 397.43015]"
Sports61,female,Sports,nan,skirt,tank_top,nan,white,white,round_neck,hip_length,extra_short,pullover,sleeveless,nan,"[52.96927, 134.05772, 250.32358, 495.1036]","[52.30054, 367.26035, 245.04044, 499.9405]"
Sports62,male,Sports,nan,shorts,sweatshirt_hoodies,nan,blue,blue,turtleneck,hip_length,knee_length,zip,three_quarter,nan,"[63.474117, 65.502235, 213.25067, 229.38689]","[93.82034, 221.66982, 216.71983, 332.2122]"
Sports63,female,Sports,nan,athletic_pants,tank_top,nan,blue,white,round_neck,crop,full_length,pullover,sleeveless,nan,"[182.63982, 104.03281, 278.47906, 205.4288]","[160.74504, 220.33066, 312.0874, 545.50946]"
Sports64,male,Sports,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[116.63568, 86.021095, 304.0389, 286.847]","[155.0256, 265.52832, 316.06732, 521.7168]"
Sports65,male,Sports,nan,shorts,sweatshirt_hoodies,nan,multi,green,round_neck,hip_length,knee_length,pullover,short,nan,"[52.037827, 145.64229, 331.525, 415.0847]","[178.97505, 372.25388, 377.59158, 545.7458]"
Sports66,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,hooded,hip_length,knee_length,zip,long,nan,"[57.980846, 119.06744, 331.7948, 352.8272]","[77.32657, 182.46086, 332.81198, 566.16724]"
Sports67,male,Sports,nan,shorts,sweatshirt_hoodies,nan,white,grey,hooded,hip_length,knee_length,pullover,long,nan,"[112.07724, 164.25134, 344.3552, 405.95056]","[193.1177, 380.0909, 320.1496, 491.30585]"
Sports68,male,Sports,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[147.03146, 93.9632, 361.2245, 323.44183]","[126.60212, 292.3147, 303.13785, 643.5936]"
Sports69,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,hooded,hip_length,full_length,zip,long,nan,"[139.5533, 117.76682, 349.64612, 496.7587]","[172.47752, 275.18185, 333.01105, 639.375]"
Sports70,female,Sports,nan,shorts,t_shirt,nan,black,black,round_neck,hip_length,extra_short,pullover,sleeveless,nan,"[134.57123, 152.20937, 352.59552, 499.6863]","[176.2324, 557.18726, 223.51675, 654.25116]"
Sports71,male,Sports,nan,leggings,t_shirt,nan,black,white,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[65.56647, 150.05077, 280.6079, 483.82312]","[87.65524, 460.26843, 253.68423, 657.45886]"
Sports72,female,Sports,nan,leggings,tank_top,nan,navy,blue,round_neck,crop,full_length,pullover,sleeveless,nan,"[85.55695, 83.51009, 175.31917, 177.99196]","[56.462185, 197.7714, 192.4652, 491.61176]"
Sports73,female,Sports,nan,leggings,tank_top,nan,black,black,halter_neck,crop,full_length,pullover,sleeveless,nan,"[101.82648, 205.12936, 314.99115, 452.39316]","[27.958933, 400.5957, 315.7483, 796.5627]"
Sports74,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,white,hooded,hip_length,full_length,zip,long,nan,"[109.30503, 135.73224, 384.99826, 461.05673]","[91.95941, 431.74258, 278.75873, 737.8035]"
Sports75,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,white,round_neck,hip_length,full_length,zip,long,nan,"[117.67415, 67.33778, 269.1629, 269.19302]","[119.39855, 258.94867, 353.97647, 539.7233]"
Sports76,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,white,turtleneck,hip_length,full_length,zip,long,nan,"[128.05757, 92.287254, 287.21155, 294.448]","[146.56133, 286.68384, 287.30432, 525.67804]"
Sports77,female,Sports,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[163.04903, 256.4859, 313.61862, 643.0917]","[209.36803, 643.1058, 301.82816, 708.2642]"
Sports78,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,brown,brown,hooded,hip_length,full_length,pullover,long,nan,"[77.47327, 77.95941, 314.686, 312.98395]","[147.93948, 273.88605, 286.1932, 527.48474]"
Sports79,male,Sports,nan,leggings,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[225.43071, 65.60736, 361.23532, 253.50536]","[173.76566, 273.52722, 334.0891, 531.6113]"
Sports80,male,Sports,nan,leggings,t_shirt,nan,red,black,round_neck,hip_length,full_length,pullover,long,nan,"[54.572044, 140.19104, 331.9466, 483.2715]","[75.04221, 429.0204, 427.54297, 826.35065]"
Sports81,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,navy,navy,turtleneck,hip_length,full_length,zip,long,nan,"[172.46622, 89.46218, 297.32663, 315.12442]","[163.45235, 295.7351, 302.1862, 529.56866]"
Sports82,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,v_neck,hip_length,full_length,zip,long,nan,"[112.68941, 76.70959, 334.28354, 356.96252]","[129.59276, 318.44415, 318.39365, 657.0672]"
Sports83,male,Sports,nan,shorts,t_shirt,nan,black,black,v_neck,hip_length,knee_length,pullover,short,nan,"[138.10509, 129.39442, 333.22797, 377.95264]","[163.83153, 370.0317, 291.18396, 480.66306]"
Sports84,male,Sports,nan,athletic_pants,t_shirt,jacket,grey,black,round_neck,hip_length,full_length,pullover,long,nan,"[198.88348, 89.995415, 391.8111, 355.51962]","[215.36546, 323.88306, 385.55322, 624.04724]"
Sports85,male,Sports,nan,shorts,t_shirt,nan,black,silver,round_neck,hip_length,knee_length,pullover,long,nan,"[10.889375, 111.466324, 262.48148, 459.83932]","[26.649725, 425.3866, 202.84517, 598.2792]"
Sports86,female,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,red,navy,turtleneck,hip_length,full_length,zip,long,nan,"[60.423832, 89.810036, 229.12434, 315.53387]","[62.449314, 286.5545, 243.16849, 573.716]"
Sports87,female,Sports,nan,leggings,sweatshirt_hoodies,nan,navy,navy,round_neck,crop,full_length,pullover,long,nan,"[23.312107, 114.050896, 155.11769, 285.06128]","[34.07417, 234.08736, 160.22145, 478.12225]"
Sports88,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,grey,grey,turtleneck,hip_length,full_length,zip,long,nan,"[193.18935, 58.21862, 362.5697, 313.15723]","[190.6857, 280.0274, 341.26657, 542.7032]"
Sports89,male,Sports,nan,leggings,t_shirt,nan,black,black,round_neck,hip_length,calf_length,pullover,short,nan,"[98.28693, 111.48528, 266.37802, 438.17035]","[96.811295, 254.89676, 239.25578, 517.81586]"
Sports90,male,Sports,nan,shorts,t_shirt,nan,black,white,round_neck,hip_length,knee_length,pullover,short,nan,"[289.7413, 132.7392, 519.5148, 405.54077]","[280.01385, 384.07135, 460.72003, 569.862]"
Sports91,male,Sports,nan,leggings,t_shirt,nan,multi,black,round_neck,hip_length,full_length,pullover,short,nan,"[123.69056, 95.60923, 288.89444, 347.02103]","[161.87415, 336.6455, 323.84366, 609.7431]"
Sports92,male,Sports,nan,shorts,sweatshirt_hoodies,nan,grey,grey,round_neck,hip_length,knee_length,pullover,long,nan,"[133.55597, 109.587074, 305.67157, 313.57745]","[152.87907, 382.08975, 279.98035, 530.0957]"
Sports93,male,Sports,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[102.89194, 108.2219, 314.70926, 374.303]","[128.33963, 352.046, 274.46844, 614.1966]"
Sports94,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,grey,hooded,hip_length,full_length,pullover,long,nan,"[64.3638, 43.72522, 143.68877, 140.80629]","[76.18422, 139.74138, 134.19774, 223.48491]"
Sports95,male,Sports,nan,athletic_pants,t_shirt,nan,black,grey,round_neck,hip_length,full_length,pullover,short,nan,"[83.80379, 44.075188, 159.254, 140.06683]","[96.55827, 129.54813, 144.6861, 226.29686]"
Sports96,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,turtleneck,hip_length,full_length,zip,long,nan,"[133.25288, 86.70285, 313.47937, 295.64005]","[132.16518, 281.95, 317.29248, 546.89417]"
Sports97,male,Sports,nan,shorts,t_shirt,nan,orange,red,round_neck,hip_length,thigh_length,pullover,short,nan,"[131.9316, 107.74657, 337.8406, 311.39923]","[254.25829, 122.73886, 344.71762, 387.31323]"
Sports98,male,Sports,nan,shorts,tank_top,nan,navy,grey,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[160.7317, 128.87343, 265.7837, 308.7379]","[149.52498, 283.92947, 271.5811, 400.511]"
Sports99,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,black,turtleneck,hip_length,full_length,zip,long,nan,"[103.93695, 86.61986, 326.3718, 320.3853]","[144.67339, 297.77188, 297.7286, 539.9121]"
